['所属小区:碧桂园城市花园', '房屋户型:3室2厅1卫', '房屋单价:15944元/m²', '所在位置:增城－朱村－朱村街', '建筑面积:94.1平方米', '参考首付:45.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:南站星汇', '房屋户型:1室1厅1卫', '房屋单价:15000元/m²', '所在位置:番禺－大石－石北工业近官坑工业二路', '建筑面积:40平方米', '参考首付:18.00万', '建造年代:2010年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共21层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:金润铂宫', '房屋户型:2室2厅1卫', '房屋单价:26952元/m²', '所在位置:越秀－北京路－北京路', '建筑面积:47.1平方米', '参考首付:38.10万', '建造年代:2012年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共25层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商住两用', '唯一住房:否', '一手房源:否']
['所属小区:山海公寓', '房屋户型:2室2厅2卫', '房屋单价:11528元/m²', '所在位置:番禺－钟村－谢村路段45号', '建筑面积:36平方米', '参考首付:12.45万', '建造年代:2017年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共19层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:不满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:奥园越时代', '房屋户型:2室1厅1卫', '房屋单价:20000元/m²', '所在位置:番禺－南浦－汉溪大道西', '建筑面积:45平方米', '参考首付:27.00万', '建造年代:2010年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共25层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:文冲安置房', '房屋户型:3室2厅1卫', '房屋单价:17009元/m²', '所在位置:黄埔－石化路－广新路235-243号', '建筑面积:107平方米', '参考首付:54.60万', '建造年代:2010年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共20层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:长风国际公寓', '房屋户型:2室2厅2卫', '房屋单价:12745元/m²', '所在位置:增城－新塘－荔新十二路96号', '建筑面积:47平方米', '参考首付:17.97万', '建造年代:2019年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:低层(共32层)', '装修程度:精装修', '产权年限:50年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:美亚国际公寓', '房屋户型:2室2厅1卫', '房屋单价:19060元/m²', '所在位置:海珠－赤岗－新港中路537号', '建筑面积:45.1平方米', '参考首付:25.80万', '建造年代:2012年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共25层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商住两用', '唯一住房:否', '一手房源:否']
['所属小区:中森茗苑', '房屋户型:3室2厅2卫', '房屋单价:16107元/m²', '所在位置:增城－新塘－石新大道168号', '建筑面积:88.2平方米', '参考首付:42.60万', '建造年代:2015年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:中层(共25层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:时代紫林', '房屋户型:3室2厅2卫', '房屋单价:15034元/m²', '所在位置:花都－新区－芙蓉大道北16号', '建筑面积:96.5平方米', '参考首付:43.50万', '建造年代:2018年', '房屋朝向:西南', '房屋类型:普通住宅', '所在楼层:低层(共28层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:中森茗苑', '房屋户型:3室2厅2卫', '房屋单价:16667元/m²', '所在位置:增城－新塘－石新大道168号', '建筑面积:88.2平方米', '参考首付:44.10万', '建造年代:2013年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共28层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:大壮国际广场', '房屋户型:3室2厅2卫', '房屋单价:15306元/m²', '所在位置:萝岗－萝岗－开创大道', '建筑面积:98平方米', '参考首付:45.00万', '建造年代:2016年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共28层)', '装修程度:简单装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:凯旋新世界枫丹丽舍', '房屋户型:4室2厅3卫', '房屋单价:100490元/m²', '所在位置:天河－珠江新城东－海风路', '建筑面积:204平方米', '参考首付:615.00万', '建造年代:2009年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:高层(共26层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:骏威锦东花园A区', '房屋户型:5室2厅3卫', '房屋单价:30170元/m²', '所在位置:花都－新区－紫薇路', '建筑面积:188.9平方米', '参考首付:171.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共19层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:远大芳华都汇', '房屋户型:1室1厅1卫', '房屋单价:26632元/m²', '所在位置:荔湾－芳村－花地大道南66号', '建筑面积:47.5平方米', '参考首付:37.95万', '建造年代:2016年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:高层(共18层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:其他', '唯一住房:否', '一手房源:否']
['所属小区:保利中海金地大国璟', '房屋户型:3室2厅1卫', '房屋单价:20528元/m²', '所在位置:增城－朱村－增城大道471号', '建筑面积:73.1平方米', '参考首付:45.00万', '建造年代:2019年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:是']
['所属小区:东江花园', '房屋户型:2室1厅1卫', '房屋单价:9783元/m²', '所在位置:增城－新塘南－兴荔路1号', '建筑面积:46平方米', '参考首付:13.50万', '建造年代:2000年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:低层(共7层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:光大花园', '房屋户型:2室2厅1卫', '房屋单价:50428元/m²', '所在位置:海珠－工业大道北－革新路149-150号', '建筑面积:82.9平方米', '参考首付:125.40万', '建造年代:2008年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:中层(共33层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:嘉大广场', '房屋户型:1室3厅2卫', '房屋单价:10938元/m²', '所在位置:白云－嘉禾望岗－空港大道', '建筑面积:32平方米', '参考首付:10.50万', '建造年代:2016年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:中层(共16层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:珠江帝景苑', '房屋户型:4室2厅2卫', '房屋单价:76692元/m²', '所在位置:海珠－赤岗－广州海珠区艺洲路821号', '建筑面积:133平方米', '参考首付:306.00万', '建造年代:2008年', '房屋朝向:东北', '房屋类型:普通住宅', '所在楼层:低层(共20层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:锦绣香江山水华府二期', '房屋户型:3室2厅1卫', '房屋单价:41758元/m²', '所在位置:番禺－华南－南村镇锦绣路138号', '建筑面积:91平方米', '参考首付:114.00万', '建造年代:2016年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共28层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:尚东阳光', '房屋户型:3室2厅2卫', '房屋单价:17956元/m²', '所在位置:增城－新塘－温涌路', '建筑面积:108.6平方米', '参考首付:58.50万', '建造年代:2016年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共26层)', '装修程度:简单装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:敏捷绿湖国际城', '房屋户型:3室2厅1卫', '房屋单价:11969元/m²', '所在位置:增城－荔城－增滩路', '建筑面积:83.6平方米', '参考首付:30.00万', '建造年代:2015年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共33层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:雅郡花园', '房屋户型:3室2厅2卫', '房屋单价:44093元/m²', '所在位置:海珠－琶洲－海珠区新港东路48号', '建筑面积:87.8平方米', '参考首付:116.10万', '建造年代:2012年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:华标广场', '房屋户型:4室2厅2卫', '房屋单价:51397元/m²', '所在位置:天河－龙口东－天河区天河北路601号', '建筑面积:165.4平方米', '参考首付:255.00万', '建造年代:2000年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:高层(共30层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:金玫瑰苑', '房屋户型:2室2厅1卫', '房屋单价:38710元/m²', '所在位置:海珠－工业大道南－海珠区工业大道997号', '建筑面积:62平方米', '参考首付:72.00万', '建造年代:2007年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共27层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:葛洲坝紫郡府', '房屋户型:4室2厅2卫', '房屋单价:40016元/m²', '所在位置:荔湾－芳村－鹤洞路151号', '建筑面积:126.5平方米', '参考首付:151.80万', '建造年代:2017年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:高层(共25层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:科慧花园', '房屋户型:4室2厅2卫', '房屋单价:17637元/m²', '所在位置:增城－朱村－广汕公路近朱宁路', '建筑面积:116.2平方米', '参考首付:61.50万', '建造年代:2018年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:是']
['所属小区:万科城市之光', '房屋户型:3室2厅2卫', '房屋单价:22632元/m²', '所在位置:黄埔－石化路－广新路31号', '建筑面积:95平方米', '参考首付:64.50万', '建造年代:2015年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:中森茗苑', '房屋户型:3室2厅2卫', '房屋单价:16854元/m²', '所在位置:增城－新塘－石新大道168号', '建筑面积:89平方米', '参考首付:45.00万', '建造年代:2019年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:是']
['所属小区:云峰原著(别墅)', '房屋户型:6室3厅5卫', '房屋单价:51000元/m²', '所在位置:萝岗－萝岗－永和大道近云峰路', '建筑面积:170平方米', '参考首付:260.10万', '建造年代:2018年', '房屋朝向:南北', '房屋类型:别墅', '所在楼层:共4层', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
